timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
2487460251,-55.552128,31.88,101994.0,1.2118574
2487471156,-55.46757,31.88,101993.0,1.2118455
2487494130,-56.212708,31.88,102001.99,1.2119524
2487504984,-55.800503,31.88,101997.0,1.2118931
2487516003,-55.38302,31.88,101992.0,1.2118337
2487539312,-56.12815,31.869999,102000.99,1.2119405
2487550189,-56.12815,31.869999,102000.99,1.2119405
2487561085,-55.800503,31.869999,101997.0,1.2118931
2487582153,-56.29726,31.88,102003.0,1.2119644
2487593029,-56.12815,31.88,102000.99,1.2119405
2487604003,-55.631397,31.88,101994.99,1.2118692
2487624993,-55.71595,31.88,101996.0,1.2118812
2487636019,-55.71595,31.88,101996.0,1.2118812
2487646994,-55.38302,31.88,101992.0,1.2118337
2487669036,-55.800503,31.88,101997.0,1.2118931
2487678995,-55.38302,31.88,101992.0,1.2118337
2487688984,-55.552128,31.88,101994.0,1.2118574
2487711151,-55.879772,31.88,101998.0,1.211905
2487724159,-55.30375,31.88,101991.0,1.2118218
2487734996,-54.72244,31.88,101984.0,1.2117386
2487756004,-55.631397,31.88,101994.99,1.2118692
2487766332,-55.38302,31.88,101992.0,1.2118337
2487776984,-55.631397,31.88,101994.99,1.2118692
2487798116,-55.71595,31.88,101996.0,1.2118812
2487809335,-54.970818,31.88,101987.0,1.2117742
2487820528,-55.219193,31.88,101990.0,1.2118099
2487842038,-55.46757,31.88,101993.0,1.2118455
2487852987,-55.46757,31.88,101993.0,1.2118455
2487863269,-55.13464,31.88,101988.99,1.211798
2487883893,-55.879772,31.88,101998.0,1.211905
2487893828,-55.30375,31.88,101991.0,1.2118218
2487904049,-55.219193,31.88,101990.0,1.2118099
2487925038,-55.631397,31.88,101994.99,1.2118692
2487936024,-55.46757,31.88,101993.0,1.2118455
2487947593,-55.46757,31.88,101993.0,1.2118455
2487968035,-54.970818,31.88,101987.0,1.2117742
2487980056,-55.631397,31.88,101994.99,1.2118692
2487990983,-55.05537,31.88,101988.0,1.2117862
2488012943,-55.46757,31.89,101993.0,1.2118455
2488021984,-55.631397,31.89,101994.99,1.2118692
2488032984,-55.552128,31.89,101994.0,1.2118574
2488054999,-55.13464,31.88,101988.99,1.211798
2488065984,-55.13464,31.88,101988.99,1.211798
2488076988,-55.05537,31.88,101988.0,1.2117862
2488099628,-55.38302,31.88,101992.0,1.2118337
2488109044,-54.88626,31.88,101986.0,1.2117624
2488118988,-55.05537,31.88,101988.0,1.2117862
2488141097,-55.05537,31.88,101988.0,1.2117862
